gene_ID	Chromosome	annotation	type	start	end	unknown	strand	segment_no	mean_h2az	max_h2az
AT1G01940	CHR1	Araport11	gene	322886	324917	.	+	42	3.08336445209457	8.92540798187256
AT1G01950	CHR1	Araport11	gene	325316	330619	.	+	43	1.09176048685875	5.70058197975159
AT1G01960	CHR1	Araport11	gene	330588	337912	.	-	44	0.620596458293395	3.64649200439453
AT1G01970	CHR1	Araport11	gene	338241	340088	.	+	45	2.5050275126019	5.50255208015442
AT1G02010	CHR1	Araport11	gene	347613	352545	.	+	46	1.11420465883884	4.59896998405457
AT1G02050	CHR1	Araport11	gene	359117	360746	.	-	47	1.96487051022775	6.13013405799866
AT1G02060	CHR1	Araport11	gene	360918	363142	.	-	48	2.81319226370917	12.7872061729431
AT1G02080	CHR1	Araport11	gene	373335	386913	.	+	49	0.532838977433686	8.00245985984802
AT1G02090	CHR1	Araport11	gene	387277	389808	.	-	50	0.740996696370152	1.86983203887939
AT1G02100	CHR1	Araport11	gene	389812	392816	.	+	51	1.00180005929509	3.00568194389343
AT1G02110	CHR1	Araport11	gene	392831	395528	.	+	52	1.15919653291052	2.43532197475433
AT1G02120	CHR1	Araport11	gene	395689	400001	.	+	53	0.814506558542964	3.1008279800415
AT1G02145	CHR1	Araport11	gene	404600	408619	.	+	54	1.7639294915719	11.5956601142883
AT1G02170	CHR1	Araport11	gene	411664	413554	.	+	55	2.45939502227001	7.80238013267517
AT1G02190	CHR1	Araport11	gene	415074	418027	.	+	56	3.01444310963154	15.2224979400635
AT1G02205	CHR1	Araport11	gene	418416	422579	.	+	57	5.52609121756894	15.6540679931641
AT1G02220	CHR1	Araport11	gene	428650	430720	.	-	58	3.27440507716911	9.55422582626343
AT1G02260	CHR1	Araport11	gene	440200	442972	.	-	59	3.57697550769438	12.0454458236694
AT1G02270	CHR1	Araport11	gene	443118	446296	.	-	60	1.71576587334275	5.15685596466064
AT1G02280	CHR1	Araport11	gene	448423	450426	.	-	61	2.13307710573441	5.99297804832459
AT1G02290	CHR1	Araport11	gene	450461	452743	.	-	62	2.33166648745537	6.12796206474304
AT1G02305	CHR1	Araport11	gene	455688	458164	.	+	63	1.22203078836787	3.33435397148132
AT1G02330	CHR1	Araport11	gene	461946	463618	.	-	64	2.18448745778629	6.90298800468445
AT1G02410	CHR1	Araport11	gene	490860	492979	.	+	65	2.47044438407865	9.90780229568481
AT1G02420	CHR1	Araport11	gene	493639	495158	.	+	66	2.34806062318385	6.98474607467651
AT1G02430	CHR1	Araport11	gene	495050	496332	.	-	67	2.1691839484153	6.9343240737915
AT1G02500	CHR1	Araport11	gene	518091	520495	.	+	68	2.56183436737985	5.69151206016541
AT1G02520	CHR1	Araport11	gene	523536	529069	.	+	69	1.76131456866189	6.26569399833679
AT1G02530	CHR1	Araport11	gene	529679	534677	.	+	70	5.99164321635029	17.5572601318359
AT1G02560	CHR1	Araport11	gene	537740	540127	.	+	71	3.00150450542569	17.5020397186279
AT1G02620	CHR1	Araport11	gene	557092	558774	.	+	72	4.61389845098768	9.16063590049744
AT1G02660	CHR1	Araport11	gene	571826	575085	.	-	73	1.749888599235	4.38394999504089
AT1G02670	CHR1	Araport11	gene	575922	580532	.	+	74	6.44460133173132	38.7737594604492
AT1G02690	CHR1	Araport11	gene	584134	587327	.	+	75	2.02551639919098	6.13695006370544
AT1G02750	CHR1	Araport11	gene	602489	604387	.	+	76	1.84444269964824	6.70118808746338
AT1G02830	CHR1	Araport11	gene	625084	625608	.	-	77	3.97756051619848	5.17959008216858
AT1G02840	CHR1	Araport11	gene	626639	629993	.	+	78	0.967859702864114	4.28590993881226
AT1G02850	CHR1	Araport11	gene	630374	633420	.	+	79	2.47641421998701	5.10529599189758
AT1G02870	CHR1	Araport11	gene	637214	638681	.	-	80	2.98401711126169	8.70035200119019
AT1G02880	CHR1	Araport11	gene	642505	644903	.	-	81	1.68944093876955	4.88642196655273
AT1G02890	CHR1	Araport11	gene	645084	652001	.	-	82	0.72329140796507	5.95561199188232
AT1G02910	CHR1	Araport11	gene	655568	658216	.	-	83	2.04970075587432	4.7991379737854
AT1G02940	CHR1	Araport11	gene	662963	664290	.	-	84	6.98668375236017	29.5524994850159
AT1G02960	CHR1	Araport11	gene	666807	669919	.	-	85	1.17375868809602	3.80712199211121
AT1G02970	CHR1	Araport11	gene	673306	676419	.	+	86	3.06445250832845	7.90785994529724
AT1G02980	CHR1	Araport11	gene	677360	681378	.	+	87	4.59260158391646	18.4174360275269
AT1G02990	CHR1	Araport11	gene	681331	687385	.	-	88	0.876787602974743	6.47036204338074
AT1G03000	CHR1	Araport11	gene	687795	692660	.	-	89	1.07089433898829	3.93866398334503
AT1G03030	CHR1	Araport11	gene	701365	703929	.	+	90	2.70410392769412	13.3519143104553
AT1G03040	CHR1	Araport11	gene	703847	706689	.	-	91	2.69644777466144	6.22451400756836
AT1G03060	CHR1	Araport11	gene	712440	727553	.	-	92	0.652790795406327	6.64657793045044
AT1G03080	CHR1	Araport11	gene	731554	738306	.	-	93	0.964532205763238	4.02283201217651
AT1G03090	CHR1	Araport11	gene	739544	744184	.	+	94	1.19822266186987	10.833136177063
AT1G03100	CHR1	Araport11	gene	743885	746701	.	-	95	1.46838133486739	4.11492600440979
AT1G03110	CHR1	Araport11	gene	749246	751976	.	+	96	4.63168210871518	30.4084402084351
AT1G03140	CHR1	Araport11	gene	754261	756303	.	-	97	1.67409779291327	3.10366992950439
AT1G03160	CHR1	Araport11	gene	761261	766194	.	+	98	2.05730240643024	14.4340082168579
AT1G03180	CHR1	Araport11	gene	773358	775362	.	+	99	2.49749790895276	6.5628879070282
AT1G03190	CHR1	Araport11	gene	775527	780062	.	+	100	1.32551706548294	6.249738073349
AT1G03210	CHR1	Araport11	gene	782904	784346	.	+	101	2.10007485850104	6.22054400444031
AT1G03250	CHR1	Araport11	gene	793315	795403	.	-	102	1.71977537877338	4.3056661605835
AT1G03260	CHR1	Araport11	gene	795449	798491	.	-	103	2.18813925916629	9.68557200431824
AT1G03270	CHR1	Araport11	gene	799115	802625	.	+	104	2.81038188480995	12.8997583389282
AT1G03280	CHR1	Araport11	gene	802970	807066	.	+	105	1.06928057968616	4.45179796218872
AT1G03290	CHR1	Araport11	gene	807361	813216	.	+	106	3.28610568804256	25.0929004669189
AT1G03300	CHR1	Araport11	gene	811033	813086	.	-	107	7.17243370584079	25.0929004669189
AT1G03310	CHR1	Araport11	gene	813413	816812	.	+	108	1.54748580762442	5.48628196716309
AT1G03320	CHR1	Araport11	gene	816989	817767	.	+	109	1.72527242373018	3.24417637586594
AT1G03325	CHR1	Araport11	gene	817053	817178	.	-	110	1.64027065436045	1.66772599220276
AT1G03350	CHR1	Araport11	gene	822582	824410	.	-	111	3.02959275684859	9.7751519203186
AT1G03360	CHR1	Araport11	gene	824517	826399	.	+	112	2.69980024507171	7.32843809127808
AT1G03365	CHR1	Araport11	gene	826523	830393	.	+	113	1.31028646301383	5.60715208053589
AT1G03370	CHR1	Araport11	gene	830550	835411	.	+	114	1.19787809732034	4.97407612800598
AT1G03380	CHR1	Araport11	gene	835767	841373	.	+	115	0.647387708644424	5.85831995010376
AT1G03445	CHR1	Araport11	gene	854410	859701	.	-	116	3.29933568205152	11.858962059021
AT1G03457	CHR1	Araport11	gene	860761	864372	.	-	117	2.9860625670789	24.5571201324463
AT1G03470	CHR1	Araport11	gene	865895	867733	.	-	118	3.63336504242922	8.34603595733643
AT1G03475	CHR1	Araport11	gene	868853	871308	.	-	119	2.32564557389337	7.65665607452393
AT1G03495	CHR1	Araport11	gene	873166	874476	.	+	120	2.44530720515893	5.68721597194672
AT1G03510	CHR1	Araport11	gene	876087	877556	.	-	121	3.24911055314925	9.41949224472046
AT1G03520	CHR1	Araport11	gene	877861	880259	.	-	122	2.55120089540676	6.17387986183167
AT1G03530	CHR1	Araport11	gene	880384	883599	.	-	123	1.76258134034964	5.27908201217651
AT1G03540	CHR1	Araport11	gene	883683	885611	.	+	124	2.47490592189133	6.01706185340881
AT1G03545	CHR1	Araport11	gene	885941	887972	.	+	125	0.866502699468817	2.38955078125
AT1G03550	CHR1	Araport11	gene	885623	887956	.	-	126	0.79205551551034	2.38955078125
AT1G03560	CHR1	Araport11	gene	890155	892492	.	-	127	3.52032171345275	17.2644138813019
AT1G03590	CHR1	Araport11	gene	894238	897718	.	-	128	2.5133917303992	5.91610202789307
AT1G03610	CHR1	Araport11	gene	900732	903070	.	+	129	2.21342217071603	3.82856199741364
AT1G03620	CHR1	Araport11	gene	904032	907643	.	-	130	2.89161318067002	5.53392200469971
AT1G03650	CHR1	Araport11	gene	910023	911292	.	-	131	9.50970367193222	21.9868598937988
AT1G03687	CHR1	Araport11	gene	918285	920592	.	+	132	1.89587387956203	4.83005599975586
AT1G03740	CHR1	Araport11	gene	933426	937152	.	+	133	1.59622940193666	7.30166182518005
AT1G03750	CHR1	Araport11	gene	937826	941162	.	+	134	2.9077523432672	19.553818321228
AT1G03760	CHR1	Araport11	gene	941062	943377	.	-	135	1.55049830281988	4.73601598739624
AT1G03770	CHR1	Araport11	gene	944572	947682	.	+	136	1.42329202937701	5.44753999710083
AT1G03830	CHR1	Araport11	gene	961684	966790	.	-	137	2.02245148559218	6.50198783874512
AT1G03860	CHR1	Araport11	gene	979307	982002	.	-	138	1.45937409216707	8.69483326673508
AT1G03890	CHR1	Araport11	gene	989198	991020	.	+	139	4.05100146971251	12.7539698600769
AT1G03900	CHR1	Araport11	gene	991106	993126	.	+	140	1.16205186160599	1.90730404853821
AT1G03905	CHR1	Araport11	gene	993400	995989	.	+	141	2.13035940016216	9.27690591812134
AT1G03910	CHR1	Araport11	gene	996076	1000629	.	+	142	0.841076144414103	3.74310202598572
AT1G03930	CHR1	Araport11	gene	1004688	1008370	.	+	143	1.78933972279231	10.0045198440552
AT1G03940	CHR1	Araport11	gene	1009228	1011145	.	-	144	1.55729569765654	2.70286197662354
AT1G03960	CHR1	Araport11	gene	1013643	1017957	.	+	145	1.47484917859922	6.44820404052734
AT1G03980	CHR1	Araport11	gene	1019311	1022108	.	-	146	2.05934660696147	7.66643009185791
AT1G03993	CHR1	Araport11	gene	23312	24099	.	-	147	1.70268666823705	3.06833000183105
AT1G04010	CHR1	Araport11	gene	1030957	1036264	.	-	148	0.967186373528444	5.52923393249512
AT1G04020	CHR1	Araport11	gene	1036493	1040262	.	+	149	5.66444794218262	28.4603996276855
AT1G04027	CHR1	Araport11	gene	234006	234159	.	-	150	0.366758349537849	0.711273801326752
AT1G04030	CHR1	Araport11	gene	1040375	1042892	.	+	151	3.55736435792025	12.4559881687164
AT1G04050	CHR1	Araport11	gene	1045598	1049864	.	-	152	2.547892848113	7.05871398448944
AT1G04053	CHR1	Araport11	gene	275473	276319	.	-	153	0.994129113025136	2.00381996631622
AT1G04057	CHR1	Araport11	gene	276543	276729	.	+	154	0.494619117379189	0.569749599695206
AT1G04073	CHR1	Araport11	gene	304481	304713	.	+	155	1.22899882078171	1.40092799663544
AT1G04080	CHR1	Araport11	gene	1051312	1056827	.	+	156	0.760362721791676	4.38944606781006
AT1G04083	CHR1	Araport11	gene	314189	314463	.	+	157	0.5274281420878	0.659433397650719
AT1G04090	CHR1	Araport11	gene	1057041	1059454	.	+	158	4.81418414592743	11.680103969574
AT1G04110	CHR1	Araport11	gene	1061297	1063809	.	-	159	3.97328904099189	13.7459596633911
AT1G04117	CHR1	Araport11	gene	494008	495548	.	-	160	1.35207248301275	5.32858605384827
AT1G04120	CHR1	Araport11	gene	1064264	1071080	.	-	161	1.21174063486774	7.61103191375732
AT1G04130	CHR1	Araport11	gene	1073274	1075568	.	+	162	2.08723262244083	9.38777189254761
AT1G04140	CHR1	Araport11	gene	1075543	1080630	.	-	163	1.01866417120672	6.76313199996948
AT1G04157	CHR1	Araport11	gene	742298	742522	.	-	164	0.357169429957867	0.398879992961884
AT1G04160	CHR1	Araport11	gene	1086170	1096510	.	+	165	0.992627559724049	5.57414402961731
AT1G04163	CHR1	Araport11	gene	744724	746147	.	+	166	1.37953527795857	2.45925002098083
AT1G04170	CHR1	Araport11	gene	1096882	1099901	.	+	167	1.19060520192639	3.89883198738098
AT1G04190	CHR1	Araport11	gene	1106354	1108725	.	-	168	1.5528128931497	6.02502408027649
AT1G04200	CHR1	Araport11	gene	1109395	1114155	.	+	169	1.26481333712214	8.21767206192017
AT1G04210	CHR1	Araport11	gene	1114375	1119739	.	+	170	0.988919300682567	4.83999185562134
AT1G04230	CHR1	Araport11	gene	1125515	1128788	.	+	171	1.11069700952732	4.3413019657135
AT1G04280	CHR1	Araport11	gene	1143436	1147091	.	-	172	2.78270998202466	7.09037590026855
AT1G04297	CHR1	Araport11	gene	1385478	1386132	.	-	173	2.0306588445391	2.41654798984528
AT1G04300	CHR1	Araport11	gene	1148564	1154667	.	-	174	1.21153789417046	4.54896998405457
AT1G04303	CHR1	Araport11	gene	1388988	1389225	.	+	175	0.267576598624388	0.428951194882393
AT1G04310	CHR1	Araport11	gene	1154740	1157813	.	-	176	3.83488275588505	9.14461598396301
AT1G04340	CHR1	Araport11	gene	1162905	1164861	.	-	177	2.09824234262109	5.80404806137085
AT1G04343	CHR1	Araport11	gene	1508646	1509015	.	-	178	0.293128930528959	0.379160198569298
AT1G04353	CHR1	Araport11	gene	1512618	1514562	.	+	179	1.52237745180726	5.56778607368469
AT1G04380	CHR1	Araport11	gene	1176544	1178488	.	-	180	3.25829949855804	5.41702995300293
AT1G04390	CHR1	Araport11	gene	1179310	1183704	.	-	181	1.74998672837287	20.2986194610596
AT1G04393	CHR1	Araport11	gene	1653221	1653624	.	-	182	0.438882353239589	0.516456997394562
AT1G04400	CHR1	Araport11	gene	1185512	1188696	.	-	183	1.84920762516558	5.68869807720184
AT1G04410	CHR1	Araport11	gene	1188995	1191458	.	-	184	2.50993174880135	20.6672183036804
AT1G04413	CHR1	Araport11	gene	1717730	1718089	.	+	185	0.403255849331617	0.55004960000515
AT1G04420	CHR1	Araport11	gene	1191519	1193884	.	+	186	2.76864304145177	13.6526942014694
AT1G04423	CHR1	Araport11	gene	1727263	1727415	.	+	187	1.6220683246851	2.70269064903259
AT1G04430	CHR1	Araport11	gene	1197956	1201579	.	+	188	3.61941950508993	9.9213080406189
AT1G04437	CHR1	Araport11	gene	1764573	1764829	.	+	189	0.35547109246254	0.523638397455215
AT1G04440	CHR1	Araport11	gene	1202160	1206009	.	+	190	1.22993171609841	4.38395600318909
AT1G04467	CHR1	Araport11	gene	1968861	1969332	.	+	191	2.1210760474205	2.83992207050323
AT1G04470	CHR1	Araport11	gene	1210924	1214841	.	-	192	5.26426579476912	16.0660997390747
AT1G04473	CHR1	Araport11	gene	1989682	1990158	.	-	193	2.82344639409672	5.36408605575562
AT1G04483	CHR1	Araport11	gene	2010883	2011109	.	-	194	0.604679693778356	0.754516798257828
AT1G04497	CHR1	Araport11	gene	2056863	2057170	.	+	195	0.495764054570879	0.886827003955841
AT1G04500	CHR1	Araport11	gene	1221411	1224539	.	-	196	3.70381231421516	14.9716279983521
AT1G04510	CHR1	Araport11	gene	1226483	1230947	.	+	197	0.984953750959701	5.95848202705383
AT1G04577	CHR1	Araport11	gene	2293014	2293251	.	-	198	0.583840517997742	0.685428196191788
AT1G04580	CHR1	Araport11	gene	1252005	1257893	.	-	199	4.47767271389395	16.9003556728363
AT1G04587	CHR1	Araport11	gene	2297262	2297552	.	+	200	0.369525539023536	0.50450199842453
AT1G04590	CHR1	Araport11	gene	1258556	1261470	.	-	201	1.84746983431537	6.74989004135132
AT1G04600	CHR1	Araport11	gene	1261762	1272588	.	+	202	2.58236453901238	14.4531000137329
AT1G04620	CHR1	Araport11	gene	1282163	1286619	.	-	203	1.10932948380709	5.01637606620789
AT1G04650	CHR1	Araport11	gene	1294627	1299023	.	-	204	2.94466643092338	8.86584987640381
AT1G04680	CHR1	Araport11	gene	1303467	1307973	.	-	205	3.42477200686277	13.1599276542664
AT1G04700	CHR1	Araport11	gene	1316139	1321000	.	+	206	1.96170782294809	5.70536999702454
AT1G04707	CHR1	Araport11	gene	3111746	3112619	.	-	207	1.92323554613088	3.9704080581665
AT1G04710	CHR1	Araport11	gene	1321885	1324840	.	+	208	2.96798274496854	11.9544557571411
AT1G04730	CHR1	Araport11	gene	1325099	1331169	.	-	209	3.18023597295167	24.4798398971558
AT1G04743	CHR1	Araport11	gene	3204309	3205338	.	+	210	2.92946178884733	9.33216791152954
AT1G04750	CHR1	Araport11	gene	1331466	1333651	.	-	211	3.97253827980974	23.937739944458
AT1G04780	CHR1	Araport11	gene	1340553	1343793	.	-	212	1.7207822567683	5.35664806365967
AT1G04790	CHR1	Araport11	gene	1344989	1348868	.	+	213	1.31661986706755	5.74138994216919
AT1G04800	CHR1	Araport11	gene	1348452	1349478	.	-	214	1.11877017276628	2.41564593315125
AT1G04810	CHR1	Araport11	gene	1350080	1355466	.	+	215	1.01775974805156	6.17540798187256
AT1G04820	CHR1	Araport11	gene	1356084	1358547	.	-	216	3.45869728374481	7.0238920211792
AT1G04827	CHR1	Araport11	gene	3615292	3616091	.	+	217	2.68050776439555	6.01053409576416
AT1G04830	CHR1	Araport11	gene	1358574	1362019	.	-	218	1.39025521491255	6.43570995330811
AT1G04833	CHR1	Araport11	gene	3681804	3684151	.	-	219	1.50995006973439	5.47900190353394
AT1G04850	CHR1	Araport11	gene	1365107	1368940	.	-	220	0.896316075325012	3.34552803039551
AT1G04860	CHR1	Araport11	gene	1369036	1373103	.	-	221	1.61205605346619	10.6918259620667
AT1G04870	CHR1	Araport11	gene	1373234	1375821	.	-	222	2.49334407184484	11.3679559707642
AT1G04880	CHR1	Araport11	gene	1375824	1379228	.	-	223	4.50174215634664	15.0221041202545
AT1G04887	CHR1	Araport11	gene	3975947	3977255	.	-	224	3.92985092167343	11.96107006073
AT1G04893	CHR1	Araport11	gene	3991393	3991738	.	+	225	0.76627012193203	1.07685220241547
AT1G04900	CHR1	Araport11	gene	1383841	1387895	.	+	226	2.57726727791979	7.43532609939575
AT1G04910	CHR1	Araport11	gene	1387871	1391381	.	-	227	1.52020710992142	7.36495809555054
AT1G04920	CHR1	Araport11	gene	1391434	1395953	.	-	228	4.732156880783	20.9204797744751
AT1G04923	CHR1	Araport11	gene	4068821	4069413	.	-	229	7.35076418931668	16.8451097488403
AT1G04930	CHR1	Araport11	gene	1396265	1399122	.	-	230	1.70786591090005	8.76433978080749
AT1G04933	CHR1	Araport11	gene	4123641	4125090	.	+	231	2.39402415275574	6.42539403438568
AT1G04940	CHR1	Araport11	gene	1399182	1400830	.	+	232	4.93508189460811	15.2489999771118
AT1G04945	CHR1	Araport11	gene	1399174	1403112	.	+	233	3.16472131960094	15.2489999771118
AT1G04950	CHR1	Araport11	gene	1403085	1407531	.	-	234	0.77717030695743	4.07081398963928
AT1G04953	CHR1	Araport11	gene	4257863	4258637	.	+	235	2.06516893673688	4.59350008964539
AT1G04960	CHR1	Araport11	gene	1407772	1410933	.	-	236	1.69092382655945	11.6072581291199
AT1G04970	CHR1	Araport11	gene	1411088	1413627	.	+	237	1.7111887777654	4.13130400180817
AT1G04977	CHR1	Araport11	gene	4368980	4369617	.	+	238	0.298341172614268	0.507835602760315
AT1G04985	CHR1	Araport11	gene	1416342	1419027	.	-	239	2.01493896858259	5.21377000808716
AT1G04990	CHR1	Araport11	gene	1418612	1421863	.	-	240	3.07351727557905	6.60649795532227
AT1G05020	CHR1	Araport11	gene	1435155	1437763	.	-	241	3.63096049596679	15.7252400398254
AT1G05047	CHR1	Araport11	gene	4805676	4806123	.	+	242	1.14638484805822	1.66872799396515
AT1G05055	CHR1	Araport11	gene	1448631	1450901	.	-	243	4.30652348761973	22.1638961791992
AT1G05060	CHR1	Araport11	gene	1451002	1452872	.	-	244	2.40954921496542	6.51642003059387
AT1G05070	CHR1	Araport11	gene	1457007	1458802	.	-	245	1.92256565980009	3.51146202087402
AT1G05087	CHR1	Araport11	gene	1463108	1464173	.	+	246	1.8948656519254	2.75745601654053
AT1G05090	CHR1	Araport11	gene	1464239	1465875	.	+	247	0.728918876250585	0.797346013784409
AT1G05120	CHR1	Araport11	gene	1471323	1476289	.	-	248	2.68409176656604	36.4338841438293
AT1G05123	CHR1	Araport11	gene	5102981	5103303	.	+	249	0.655853148017611	0.72195999622345
AT1G05150	CHR1	Araport11	gene	1484067	1487027	.	-	250	2.26263621603449	7.547105884552
AT1G05160	CHR1	Araport11	gene	1487378	1491005	.	-	251	1.90365974794368	14.4161701202393
AT1G05180	CHR1	Araport11	gene	1498114	1501953	.	-	252	1.2387325943871	6.81548795700073
AT1G05187	CHR1	Araport11	gene	5406134	5407357	.	-	253	5.41760846972466	16.9878184318542
AT1G05200	CHR1	Araport11	gene	1504941	1509152	.	+	254	1.58917191472164	4.70784192085266
AT1G05230	CHR1	Araport11	gene	1512896	1518900	.	-	255	2.7019693373156	11.9532440185547
AT1G05270	CHR1	Araport11	gene	1531641	1534767	.	-	256	1.0772908707615	2.47031996250153
AT1G05320	CHR1	Araport11	gene	1553568	1557848	.	+	257	1.78066513579945	4.26402797698975
AT1G05333	CHR1	Araport11	gene	6131064	6135345	.	-	258	1.43072483924239	8.60612010955811
AT1G05343	CHR1	Araport11	gene	6146600	6146804	.	+	259	0.943624905745188	1.21248281002045
AT1G05347	CHR1	Araport11	gene	6149305	6150189	.	-	260	3.68352519240644	8.96517782211304
AT1G05350	CHR1	Araport11	gene	1560678	1564409	.	-	261	1.46115230600301	5.47645797729492
AT1G05360	CHR1	Araport11	gene	1564491	1567508	.	+	262	1.33958095129459	4.20252804756165
AT1G05363	CHR1	Araport11	gene	6205909	6206145	.	-	263	0.339392312169075	0.351886191964149
AT1G05380	CHR1	Araport11	gene	1576822	1582672	.	+	264	0.679088520574368	3.9017698764801
AT1G05410	CHR1	Araport11	gene	1585371	1587794	.	-	265	1.55004075844677	4.08314590454102
AT1G05430	CHR1	Araport11	gene	1594053	1595923	.	-	266	2.83921259108343	5.22843189239502
AT1G05440	CHR1	Araport11	gene	1596007	1597940	.	-	267	6.07874891085502	13.3569618225098
AT1G05460	CHR1	Araport11	gene	1601148	1605034	.	-	268	1.65135369647907	5.01999597549438
AT1G05470	CHR1	Araport11	gene	1607202	1611840	.	-	269	3.06709013888913	7.64433410167694
AT1G05490	CHR1	Araport11	gene	1618504	1623489	.	-	270	3.74657738280296	6.3236720085144
AT1G05500	CHR1	Araport11	gene	1624919	1629289	.	+	271	2.36149245862934	19.4015804290771
AT1G05520	CHR1	Araport11	gene	1630849	1636018	.	-	272	1.06323779976084	5.6378219127655
AT1G05553	CHR1	Araport11	gene	7093113	7093593	.	-	273	0.715088638067245	0.986836409568787
AT1G05557	CHR1	Araport11	gene	7094008	7094666	.	-	274	2.08773646610124	2.82896997928619
AT1G05570	CHR1	Araport11	gene	1647575	1659611	.	-	275	0.952849225236173	7.26900210380554
AT1G05590	CHR1	Araport11	gene	1669350	1671902	.	+	276	3.20905368845418	6.58179607391357
AT1G05600	CHR1	Araport11	gene	1671916	1673923	.	+	277	2.02959931710871	4.97195796966553
AT1G05610	CHR1	Araport11	gene	1673861	1676077	.	-	278	2.93564339876175	3.86353797912598
AT1G05620	CHR1	Araport11	gene	1678881	1681710	.	+	279	2.40868510943035	6.20216608047485
AT1G05630	CHR1	Araport11	gene	1682224	1687363	.	+	280	1.24308900492123	6.28176593780518
AT1G05640	CHR1	Araport11	gene	1687436	1689955	.	-	281	1.78789450560625	4.59768197536468
AT1G05670	CHR1	Araport11	gene	1697541	1701065	.	-	282	1.54990636002686	9.09843606948852
AT1G05690	CHR1	Araport11	gene	1706736	1709360	.	+	283	4.14265467259619	16.7088260650635
AT1G05700	CHR1	Araport11	gene	1709673	1713474	.	+	284	6.07773781751657	37.9830425262451
