gene_ID	Chromosome	annotation	type	start	end	unknown	strand	segment_no	mean_h2az	max_h2az
AT1G01380	CHR1	Araport11	gene	147043	148014	.	+	29	3.56787882645925	4.37249794006348
AT1G01390	CHR1	Araport11	gene	148013	149848	.	-	30	3.46254776232951	8.0447099685669
AT1G01400	CHR1	Araport11	gene	150689	152210	.	-	31	4.62228859290481	14.6380138397217
AT1G01420	CHR1	Araport11	gene	154367	156178	.	-	32	6.17281481994165	27.5684600830078
AT1G01430	CHR1	Araport11	gene	156477	158823	.	-	33	3.8713093812267	8.83624205589294
AT1G01460	CHR1	Araport11	gene	168559	171386	.	+	34	3.25591021734372	6.00957400798798
AT1G01470	CHR1	Araport11	gene	171525	172948	.	-	35	8.59308495521545	29.2416464805603
AT1G01480	CHR1	Araport11	gene	175706	178406	.	+	36	3.63950497020375	9.71313199996948
AT1G01490	CHR1	Araport11	gene	180017	182749	.	-	37	3.03890690586784	5.82920999526978
AT1G01500	CHR1	Araport11	gene	185033	187135	.	+	38	2.16872266140722	3.74974598884583
AT1G01520	CHR1	Araport11	gene	190408	192436	.	+	39	2.92499413373994	5.82233200073242
AT1G01560	CHR1	Araport11	gene	202103	204440	.	+	40	2.98616220697444	5.85214395523071
AT1G01570	CHR1	Araport11	gene	204935	207642	.	+	41	2.7622919830409	9.81402597427368
AT1G01580	CHR1	Araport11	gene	208995	213082	.	+	42	3.56753542293985	15.0751958847046
AT1G01590	CHR1	Araport11	gene	214150	217734	.	+	43	3.30943476075995	9.52074222564697
AT1G01600	CHR1	Araport11	gene	218834	221286	.	+	44	2.87934321165085	5.90680601596832
AT1G01610	CHR1	Araport11	gene	221642	224351	.	-	45	3.38841042692011	18.2733736991882
AT1G01620	CHR1	Araport11	gene	225665	227543	.	-	46	3.35747690451773	5.69232211112976
AT1G01630	CHR1	Araport11	gene	228799	230979	.	+	47	4.2823654335075	18.7194683074951
AT1G01640	CHR1	Araport11	gene	230908	232630	.	-	48	2.49372950656073	4.75797810554504
AT1G01680	CHR1	Araport11	gene	246262	248440	.	-	49	3.00443872321736	5.16265802383423
AT1G04033	CHR1	Araport11	gene	255022	255384	.	+	50	5.22260636389256	6.93977217674255
AT1G04037	CHR1	Araport11	gene	258717	258963	.	-	51	5.76794803589582	9.80009984970093
AT1G01700	CHR1	Araport11	gene	259307	261667	.	-	52	2.2348355948925	4.83046398162842
AT1G01715	CHR1	Araport11	gene	266333	267883	.	+	53	2.33612394891679	3.90868196487427
AT1G04043	CHR1	Araport11	gene	267993	268336	.	-	54	0.808100882172585	1.48009960651398
AT1G01720	CHR1	Araport11	gene	267993	269819	.	+	55	2.32780784823393	9.8551999092102
AT1G01725	CHR1	Araport11	gene	269792	270859	.	-	56	5.48067827639372	18.4613800048828
AT1G04047	CHR1	Araport11	gene	270067	270517	.	+	57	3.03366780638695	8.90341002941132
AT1G01780	CHR1	Araport11	gene	282761	284245	.	+	58	1.56250277459621	3.20552797317505
AT1G01800	CHR1	Araport11	gene	293246	295086	.	+	59	3.97250197216084	10.084787940979
AT1G01810	CHR1	Araport11	gene	295207	295859	.	+	60	4.08285285575049	6.89005193710327
AT1G01830	CHR1	Araport11	gene	298451	302310	.	-	61	1.82963728547096	4.59668397903442
AT1G04067	CHR1	Araport11	gene	303463	303977	.	-	62	3.75291517496109	5.134991979599
AT1G01840	CHR1	Araport11	gene	303537	304358	.	+	63	2.91007454660204	5.134991979599
AT1G01870	CHR1	Araport11	gene	306384	306456	73	+	64	2.99506579637527	3.1522677898407
AT1G01890	CHR1	Araport11	gene	309275	309347	73	-	65	2.8828709602356	3.32387595176697
AT1G01900	CHR1	Araport11	gene	310169	313130	.	+	66	1.99270871241887	5.16679196357727
AT1G04077	CHR1	Araport11	gene	311828	312884	.	-	67	1.79952441833236	3.83247599601746
AT1G01980	CHR1	Araport11	gene	340108	342040	.	-	68	1.78732193800119	3.21030597686768
AT1G01990	CHR1	Araport11	gene	342918	344400	.	-	69	1.975579829216	3.77680802345276
AT1G02000	CHR1	Araport11	gene	345516	347603	.	+	70	2.06845304550127	7.33834614753723
AT1G02020	CHR1	Araport11	gene	352612	355124	.	-	71	3.68812957663162	8.00157613754272
AT1G02030	CHR1	Araport11	gene	355124	357258	.	-	72	3.27055309317833	4.87773995399475
AT1G02040	CHR1	Araport11	gene	357906	359078	.	-	73	5.93979144891103	12.5258840560913
AT1G02065	CHR1	Araport11	gene	365165	367443	.	+	74	2.41604963620504	4.43463397026062
AT1G02067	CHR1	Araport11	gene	366945	367166	.	-	75	1.75816186666489	2.61186594963074
AT1G02130	CHR1	Araport11	gene	399983	401919	.	-	76	1.95106221094728	4.95951008796692
AT1G04087	CHR1	Araport11	gene	402086	402294	.	+	77	3.02092684268951	3.80049405097961
AT1G02140	CHR1	Araport11	gene	403100	404456	.	-	78	11.4829823962573	55.9736597061157
AT1G02150	CHR1	Araport11	gene	408622	410680	.	+	79	2.19809738950032	4.66283602714539
AT1G02160	CHR1	Araport11	gene	410744	411632	.	+	80	3.2390780536752	6.86249799728394
AT1G02180	CHR1	Araport11	gene	413522	414649	.	-	81	4.05185388819031	7.13094596862793
AT1G08785	CHR1	Araport11	gene	424479	425189	.	-	82	8.23629681269328	18.5796199798584
AT1G04093	CHR1	Araport11	gene	424666	425164	.	+	83	10.7950052521446	18.5796199798584
AT1G02210	CHR1	Araport11	gene	427548	427811	.	-	84	2.69287310327802	3.97686796188354
AT1G02230	CHR1	Araport11	gene	434965	436922	.	-	85	3.67067090958357	8.57653999328613
AT1G02300	CHR1	Araport11	gene	453107	455519	.	+	86	2.06336045265198	5.45558400154114
AT1G04097	CHR1	Araport11	gene	455880	456198	.	-	87	2.51444398335048	3.22997398376465
AT1G02310	CHR1	Araport11	gene	458133	460831	.	-	88	2.61082834309002	5.3755660533905
AT1G04103	CHR1	Araport11	gene	459122	461921	.	+	89	2.14414938319813	5.3755660533905
AT1G02335	CHR1	Araport11	gene	463754	464981	.	-	90	2.421699830393	4.49579408168793
AT1G02340	CHR1	Araport11	gene	465616	467880	.	-	91	2.52578363314919	5.01105794906616
AT1G02350	CHR1	Araport11	gene	469818	470693	.	+	92	3.67193703386519	6.87166604995728
AT1G04107	CHR1	Araport11	gene	471127	471498	.	-	93	3.58336074948311	4.80668802261353
AT1G02360	CHR1	Araport11	gene	471883	473336	.	-	94	1.88083817780018	3.96749806404114
AT1G02370	CHR1	Araport11	gene	474373	476612	.	+	95	2.54950849880343	4.78296003341675
AT1G02380	CHR1	Araport11	gene	476945	479112	.	+	96	3.76252233331854	9.29953193664551
AT1G02390	CHR1	Araport11	gene	480650	483373	.	+	97	5.135091837602	24.7559859275818
AT1G02400	CHR1	Araport11	gene	486800	489651	.	+	98	6.36669126110418	27.5661994934082
AT1G02405	CHR1	Araport11	gene	489874	490627	.	-	99	1.97794473133981	2.81370801925659
AT1G04123	CHR1	Araport11	gene	495887	496190	.	+	100	5.20912689822061	6.9343240737915
AT1G02440	CHR1	Araport11	gene	496372	497555	.	-	101	5.10421831512451	9.82014398574829
AT1G02450	CHR1	Araport11	gene	497917	498539	.	-	102	3.5316638469696	4.61144399642944
AT1G02460	CHR1	Araport11	gene	504463	507268	.	-	103	9.80098629834359	54.7471822738647
AT1G02475	CHR1	Araport11	gene	513699	515422	.	-	104	2.3455778805746	4.81886601448059
AT1G02480	CHR1	Araport11	gene	515494	515566	73	+	105	5.14939999580383	5.42774600982666
AT1G02490	CHR1	Araport11	gene	516569	516866	.	+	106	4.82437227453504	5.84278597831726
AT1G02510	CHR1	Araport11	gene	520498	521668	.	-	107	8.19163515281677	23.9318161010742
AT1G02540	CHR1	Araport11	gene	534827	535699	.	-	108	4.17495462364621	7.59007616043091
AT1G02550	CHR1	Araport11	gene	536483	537211	.	+	109	1.24853199422359	1.76850397586823
AT1G02575	CHR1	Araport11	gene	543011	544057	.	+	110	3.9462435353886	5.26747598648071
AT1G02580	CHR1	Araport11	gene	544733	549202	.	+	111	2.41444943049452	8.10556201934815
AT1G08805	CHR1	Araport11	gene	551002	551636	.	-	112	7.02620770197648	11.9203161239624
AT1G04127	CHR1	Araport11	gene	551289	551529	.	-	113	9.81713473796844	11.9203161239624
AT1G02590	CHR1	Araport11	gene	552138	552761	.	-	114	3.26442901079471	4.69361002445221
AT1G02600	CHR1	Araport11	gene	552640	552711	72	+	115	2.21371921300888	2.33114622831345
AT1G02610	CHR1	Araport11	gene	553019	556152	.	-	116	2.21539245164022	7.36746797561645
AT1G04137	CHR1	Araport11	gene	559735	560251	.	+	117	2.01121559576555	2.73127205371857
AT1G02640	CHR1	Araport11	gene	564018	567771	.	+	118	3.48902513424555	11.6886221885681
AT1G02650	CHR1	Araport11	gene	568558	570554	.	+	119	6.71637880146503	31.8322002410889
AT1G02680	CHR1	Araport11	gene	580625	582310	.	+	120	4.47035983562469	10.2935520172119
AT1G04143	CHR1	Araport11	gene	583471	583860	.	-	121	3.53338401582506	3.98463802337646
AT1G02705	CHR1	Araport11	gene	589584	590406	.	+	122	1.94139445490307	2.76875598430634
AT1G02710	CHR1	Araport11	gene	589706	589996	.	-	123	1.3762696703275	1.51389801502228
AT1G02720	CHR1	Araport11	gene	591682	594264	.	+	124	3.26069164860923	12.7323000907898
AT1G02730	CHR1	Araport11	gene	594502	598657	.	-	125	4.0691730260849	12.0829119682312
AT1G02760	CHR1	Araport11	gene	604402	604474	73	+	126	0.457882797718048	0.600535196065903
AT1G02770	CHR1	Araport11	gene	604873	606708	.	-	127	6.38786656103636	19.1426902770996
AT1G02780	CHR1	Araport11	gene	607799	609534	.	-	128	1.29453672783715	2.3595920085907
AT1G02790	CHR1	Araport11	gene	610363	612324	.	-	129	4.75152574777603	18.6180038452148
AT1G02800	CHR1	Araport11	gene	613197	616231	.	-	130	5.11463877943254	29.5749605178833
AT1G02810	CHR1	Araport11	gene	618061	620502	.	+	131	5.08027918314447	24.9686108827591
AT1G02813	CHR1	Araport11	gene	620678	621329	.	+	132	7.36156183083852	12.8118159294128
AT1G02816	CHR1	Araport11	gene	621453	623054	.	+	133	4.24938908634764	10.7208721160889
AT1G02820	CHR1	Araport11	gene	623656	624567	.	-	134	2.32018768410934	3.31872401237488
AT1G02860	CHR1	Araport11	gene	635144	637262	.	+	135	2.05427902991121	3.63866000175476
AT1G04147	CHR1	Araport11	gene	636337	636614	.	-	136	2.21036573137556	2.57469999790192
AT1G04153	CHR1	Araport11	gene	637772	638231	.	+	137	1.51243018090725	4.75450396537781
AT1G08815	CHR1	Araport11	gene	641542	642317	.	+	138	3.88674080406918	6.83011994361877
AT1G02900	CHR1	Araport11	gene	653604	654457	.	-	139	3.81852762566672	7.65451822280884
AT1G02920	CHR1	Araport11	gene	658578	659980	.	-	140	3.9227876217277	11.238222026825
AT1G02930	CHR1	Araport11	gene	661088	662475	.	-	141	4.62512762299899	6.67161412239075
AT1G02950	CHR1	Araport11	gene	665119	666471	.	-	142	1.96652677059174	2.66795401573181
AT1G02952	CHR1	Araport11	gene	665354	666367	.	+	143	2.058707905951	2.66795401573181
AT1G02965	CHR1	Araport11	gene	671661	672814	.	-	144	3.53759116133054	5.93398990631104
AT1G03020	CHR1	Araport11	gene	697919	698591	.	-	145	8.62956001758575	18.8852840423584
AT1G03103	CHR1	Araport11	gene	747197	748057	.	+	146	2.51112882338072	3.92438793182373
AT1G03106	CHR1	Araport11	gene	748101	749034	.	-	147	13.6175117542869	42.4303882598877
AT1G03120	CHR1	Araport11	gene	752191	753140	.	+	148	2.42629475235939	3.46839799880981
AT1G03130	CHR1	Araport11	gene	753307	754262	.	-	149	2.1357150220871	3.60779809951782
AT1G04167	CHR1	Araport11	gene	760884	761099	.	-	150	3.53790161132812	3.92874002456665
AT1G03165	CHR1	Araport11	gene	766336	767324	.	+	151	2.02084634758177	2.77448196411133
AT1G04173	CHR1	Araport11	gene	767037	767385	.	-	152	2.32686294466257	2.77448196411133
AT1G03170	CHR1	Araport11	gene	768376	770684	.	+	153	2.28287367846655	4.32335000038147
AT1G04177	CHR1	Araport11	gene	780107	780409	.	+	154	2.82011772564479	3.20967597961426
AT1G03220	CHR1	Araport11	gene	786832	788722	.	+	155	1.79003273905852	7.06303215026855
AT1G03330	CHR1	Araport11	gene	817934	819563	.	-	156	1.6441660807468	4.18699994087219
AT1G03340	CHR1	Araport11	gene	819612	821476	.	+	157	3.43674379775399	5.32336006164551
AT1G03410	CHR1	Araport11	gene	844436	847683	.	-	158	3.37033407394703	22.697869682312
AT1G04183	CHR1	Araport11	gene	845677	847683	.	+	159	3.92447596222162	22.697869682312
AT1G03430	CHR1	Araport11	gene	847793	849621	.	+	160	2.53999759941488	21.9259056091309
AT1G03440	CHR1	Araport11	gene	852151	854297	.	+	161	3.75902152006016	9.84646797180176
AT1G03490	CHR1	Araport11	gene	871874	872906	.	+	162	7.88994916135615	24.1214163780212
AT1G04193	CHR1	Araport11	gene	875224	875340	2	-	163	2.36807483037313	3.3406297326088
AT1G03502	CHR1	Araport11	gene	875358	875471	0	-	164	4.12751791477203	4.12751791477203
AT1G03506	CHR1	Araport11	gene	875518	875604	11	-	165	4.48492331504822	4.88345398902893
AT1G04197	CHR1	Araport11	gene	875679	875823	2	-	166	4.13356207609177	4.72830209732056
AT1G03515	CHR1	Araport11	gene	877648	877719	72	+	167	1.42947525580724	2.51272057294846
AT1G03570	CHR1	Araport11	gene	892514	892585	72	+	168	4.37852503061295	5.14832603931427
AT1G03600	CHR1	Araport11	gene	898480	899794	.	+	169	4.39993229133111	13.6779679298401
AT1G03630	CHR1	Araport11	gene	907523	909650	.	+	170	4.94871443981348	15.6959239959717
AT1G03640	CHR1	Araport11	gene	909811	909883	73	-	171	3.67939002513886	3.67939002513886
AT1G03660	CHR1	Araport11	gene	911310	913808	.	-	172	3.23789562388342	8.39569187164307
AT1G04203	CHR1	Araport11	gene	913390	913595	.	+	173	7.70096069335937	8.39569187164307
AT1G03670	CHR1	Araport11	gene	914222	916222	.	-	174	4.25209262487365	15.0113018989563
AT1G03680	CHR1	Araport11	gene	916772	918064	.	-	175	3.07383706922884	6.56170010566711
AT1G03700	CHR1	Araport11	gene	920950	922098	.	+	176	3.47753149219181	6.77484407424927
AT1G03710	CHR1	Araport11	gene	923390	924730	.	+	177	6.23239535348756	20.1149198532104
AT1G03720	CHR1	Araport11	gene	924896	926373	.	-	178	3.30566523882651	5.32734599113464
AT1G04207	CHR1	Araport11	gene	926989	927200	.	-	179	3.09687488079071	3.46149201393127
AT1G03730	CHR1	Araport11	gene	930715	931985	.	-	180	2.34171936798096	3.62140002250671
AT1G04213	CHR1	Araport11	gene	937032	937141	6	-	181	1.70909572839737	2.07749439477921
AT1G03746	CHR1	Araport11	gene	937401	937485	400	-	182	5.92009303569794	6.0934380531311
AT1G03790	CHR1	Araport11	gene	954290	956144	.	+	183	2.30053749680519	5.71445813179016
AT1G03800	CHR1	Araport11	gene	957104	958383	.	-	184	3.54660722827911	7.40490021705627
AT1G03820	CHR1	Araport11	gene	959790	960916	.	-	185	5.22927587827047	11.4935599327087
AT1G03850	CHR1	Araport11	gene	975871	977911	.	-	186	3.52545090942156	8.21932008266449
AT1G03870	CHR1	Araport11	gene	982381	983544	.	-	187	3.2611453478535	7.04715991020203
AT1G03880	CHR1	Araport11	gene	985751	988146	.	+	188	8.80460514184088	36.7677881151438
AT1G03920	CHR1	Araport11	gene	1001116	1004410	.	+	189	2.91420835914897	5.57686414718628
AT1G04217	CHR1	Araport11	gene	1008592	1008735	22	+	190	3.48108254671097	3.62026205062866
AT1G03935	CHR1	Araport11	gene	1008810	1008896	15	+	191	2.95341098308563	3.00640397071838
AT1G04223	CHR1	Araport11	gene	1009073	1009189	2	+	192	1.97001308600108	2.30545601844788
AT1G03950	CHR1	Araport11	gene	1011151	1013365	.	-	193	2.01057223478953	4.20799798965454
AT1G03970	CHR1	Araport11	gene	1018058	1019247	.	+	194	1.99762156009674	3.0238260269165
AT1G04233	CHR1	Araport11	gene	1018123	1018514	.	-	195	2.39281380441454	3.0238260269165
AT1G03982	CHR1	Araport11	gene	1022251	1023719	.	-	196	4.14545489919597	10.4310199737549
AT1G03990	CHR1	Araport11	gene	1024740	1027616	.	+	197	3.71494797943002	15.1966239929199
AT1G04000	CHR1	Araport11	gene	1027853	1029119	.	-	198	2.26256630225823	6.88907198905945
AT1G04040	CHR1	Araport11	gene	1042362	1043887	.	-	199	11.1269550704187	36.7655403137207
AT1G04237	CHR1	Araport11	gene	1043118	1043415	.	+	200	10.1941085066114	22.8482356548309
AT1G04070	CHR1	Araport11	gene	1050505	1051194	.	-	201	2.82569599662508	4.81749596595764
AT1G04100	CHR1	Araport11	gene	1059470	1061209	.	+	202	1.88330113854673	4.65470795631409
AT1G04105	CHR1	Araport11	gene	1059730	1060348	.	-	203	2.25136370475476	4.12046599388123
AT1G04243	CHR1	Araport11	gene	1072574	1072780	.	-	204	1.97936281681061	2.31499401330948
AT1G04180	CHR1	Araport11	gene	1104493	1106241	.	+	205	3.24339732428392	6.10626001358032
AT1G04220	CHR1	Araport11	gene	1119699	1122786	.	-	206	2.88251866726648	8.82453422546387
AT1G04247	CHR1	Araport11	gene	1120225	1122526	.	+	207	3.08683881708916	8.82453422546387
AT1G04240	CHR1	Araport11	gene	1128149	1129689	.	-	208	1.81470682136714	3.45664200782776
AT1G04253	CHR1	Araport11	gene	1134308	1134997	.	-	209	1.71725674527032	2.04468405246735
AT1G04260	CHR1	Araport11	gene	1140278	1141564	.	-	210	4.67717889944712	8.49482414722443
AT1G04270	CHR1	Araport11	gene	1141558	1143130	.	-	211	2.12966025490915	3.93163998126984
AT1G04290	CHR1	Araport11	gene	1147297	1148533	.	-	212	5.45207403348042	13.5773138046265
AT1G04295	CHR1	Araport11	gene	1147781	1148435	.	+	213	7.33632703168052	13.5773138046265
AT1G04320	CHR1	Araport11	gene	1159023	1159093	71	+	214	2.38232838511467	2.45946598052979
AT1G04350	CHR1	Araport11	gene	1164910	1167135	.	+	215	7.03896772649553	22.7460878372192
AT1G04257	CHR1	Araport11	gene	1178925	1179176	.	+	216	2.25677531560262	2.44305598735809
AT1G08835	CHR1	Araport11	gene	1195528	1196657	.	-	217	1.84635617037614	2.65615000724792
AT1G04445	CHR1	Araport11	gene	1206760	1207939	.	+	218	1.79721554542581	3.44954397678375
AT1G04455	CHR1	Araport11	gene	1210269	1210622	.	+	219	3.09120475649834	3.42329196929932
AT1G04263	CHR1	Araport11	gene	1215731	1215831	102	-	220	2.30679333209991	2.34506599903107
AT1G04480	CHR1	Araport11	gene	1215925	1217471	.	+	221	1.77521305195987	4.68050608634949
AT1G04267	CHR1	Araport11	gene	1216552	1216691	2	+	222	1.93611765702566	2.30958580970764
AT1G04273	CHR1	Araport11	gene	1216722	1216865	2	+	223	1.09219794124365	1.15911319851875
AT1G04277	CHR1	Araport11	gene	1216921	1217061	40	+	224	0.77949400395155	1.03485240340233
AT1G04490	CHR1	Araport11	gene	1217690	1220899	.	-	225	2.13285561763323	3.44279401302338
AT1G04520	CHR1	Araport11	gene	1231452	1234032	.	+	226	2.88407390301044	8.01254796981812
AT1G04530	CHR1	Araport11	gene	1234176	1236206	.	-	227	2.75641491271201	7.86062994003296
AT1G04540	CHR1	Araport11	gene	1236754	1239199	.	+	228	5.85403238486271	15.1895597457886
AT1G04550	CHR1	Araport11	gene	1240294	1242157	.	+	229	1.86997730120634	3.20098192691803
AT1G04560	CHR1	Araport11	gene	1244947	1246059	.	+	230	5.60442817509174	9.89494428634644
AT1G04570	CHR1	Araport11	gene	1246601	1248876	.	-	231	3.54028969381167	10.3557498931885
AT1G04610	CHR1	Araport11	gene	1279351	1281618	.	+	232	5.25362006918244	10.0547560691833
AT1G04630	CHR1	Araport11	gene	1289734	1291112	.	-	233	1.8819699652493	3.52097191810608
AT1G04635	CHR1	Araport11	gene	1291300	1292024	.	+	234	4.07821911945939	7.25440006256103
AT1G04640	CHR1	Araport11	gene	1292023	1293398	.	+	235	3.02563126087189	7.84112014770508
AT1G04645	CHR1	Araport11	gene	1293770	1294263	.	-	236	2.78230680346489	3.75342597961426
AT1G04283	CHR1	Araport11	gene	1299553	1299796	.	+	237	2.2235209774971	2.75098654031754
AT1G04660	CHR1	Araport11	gene	1300368	1301773	.	-	238	1.67390855263019	2.98683001995087
AT1G04670	CHR1	Araport11	gene	1301829	1302758	.	+	239	2.45111160337925	3.82993001937866
AT1G04690	CHR1	Araport11	gene	1313443	1315823	.	+	240	4.04781873008857	21.368699836731
AT1G04720	CHR1	Araport11	gene	1324923	1325007	38	+	241	9.12082990010579	10.4081839561462
AT1G04287	CHR1	Araport11	gene	1333696	1334012	.	+	242	6.85315531790256	10.2448421478271
AT1G04760	CHR1	Araport11	gene	1334533	1336704	.	+	243	2.68106319162581	5.35412788391113
AT1G04770	CHR1	Araport11	gene	1336274	1337849	.	-	244	2.65423503480852	4.64566597938538
AT1G04778	CHR1	Araport11	gene	1339588	1340565	.	+	245	2.02940077214014	3.2561580657959
AT1G04840	CHR1	Araport11	gene	1362227	1365027	.	-	246	2.63221137220399	7.96069793701172
AT1G04890	CHR1	Araport11	gene	1380382	1382599	.	-	247	3.20640001757578	10.1589382171631
AT1G04293	CHR1	Araport11	gene	1382790	1383059	.	-	248	3.16222515787397	3.53831601142883
AT1G04895	CHR1	Araport11	gene	1383008	1383422	.	-	249	2.36488442089823	2.78926198482513
AT1G04980	CHR1	Araport11	gene	1413644	1416218	.	-	250	1.99049416780472	4.6889760017395
AT1G05000	CHR1	Araport11	gene	1425539	1428869	.	+	251	2.37160415158552	5.22206401824951
AT1G05005	CHR1	Araport11	gene	1429048	1430056	.	+	252	5.37376909906214	15.8433500289917
AT1G04307	CHR1	Araport11	gene	1429442	1429889	.	-	253	2.64781940698624	3.26028599739075
AT1G04313	CHR1	Araport11	gene	1444692	1445039	.	-	254	3.09948735833168	3.26937999725342
AT1G04323	CHR1	Araport11	gene	1446835	1447073	.	+	255	3.10634168783824	3.53427200317383
AT1G05040	CHR1	Araport11	gene	1447369	1448463	.	-	256	7.11030926393426	21.5022602081299
AT1G05065	CHR1	Araport11	gene	1454606	1455322	.	-	257	9.38936464627584	19.1491199493408
AT1G05080	CHR1	Araport11	gene	1459091	1460579	.	+	258	6.30174887411056	20.1009399414062
AT1G05085	CHR1	Araport11	gene	1460988	1461670	.	+	259	3.52310905456543	4.41132202148438
AT1G04327	CHR1	Araport11	gene	1461934	1462157	.	+	260	4.36550431251526	4.88500599861145
AT1G04333	CHR1	Araport11	gene	1462043	1462340	.	-	261	3.3832725422723	4.7639479637146
AT1G05100	CHR1	Araport11	gene	1469541	1470881	.	+	262	2.16736405406679	5.0291259765625
AT1G05136	CHR1	Araport11	gene	1478923	1479063	.	+	263	9.07054555416107	9.6203381061554
AT1G08865	CHR1	Araport11	gene	1480118	1480940	.	-	264	4.61182715331807	6.28018598556519
AT1G05140	CHR1	Araport11	gene	1482546	1484059	.	+	265	7.86153203174472	29.1323980331421
AT1G05170	CHR1	Araport11	gene	1490974	1494248	.	-	266	1.89870744546254	10.2784666538239
AT1G04337	CHR1	Araport11	gene	1496735	1497102	.	+	267	3.03194219801161	3.3800359249115
AT1G05190	CHR1	Araport11	gene	1502251	1503853	.	-	268	4.91505136489868	9.03013401031494
AT1G04347	CHR1	Araport11	gene	1509751	1510161	.	+	269	3.51416049003601	4.00854005813599
AT1G05210	CHR1	Araport11	gene	1510404	1511683	.	+	270	4.86757964262596	10.5701760292053
AT1G05220	CHR1	Araport11	gene	1511895	1512842	.	+	271	3.58713743122	6.9296618938446
AT1G04357	CHR1	Araport11	gene	1523561	1524069	.	-	272	16.1439155990427	30.5728403091431
AT1G04363	CHR1	Araport11	gene	1523594	1523943	.	+	273	20.3723241835833	30.5728403091431
AT1G04367	CHR1	Araport11	gene	1524572	1525242	.	-	274	2.27417598281588	2.8520899772644
AT1G05250	CHR1	Araport11	gene	1525601	1527360	.	-	275	3.06180601119995	3.13139200210571
AT1G05260	CHR1	Araport11	gene	1529767	1531484	.	+	276	7.62853238889149	18.3241199493408
AT1G05280	CHR1	Araport11	gene	1534830	1537602	.	-	277	4.86418806460866	17.3067422866821
AT1G04373	CHR1	Araport11	gene	1538273	1538484	.	-	278	2.85059000492096	3.31231799125671
AT1G05291	CHR1	Araport11	gene	1541348	1542432	.	-	279	2.54960217942362	3.50281200408936
AT1G04377	CHR1	Araport11	gene	1542969	1543287	.	-	280	2.43314854672977	2.69821600914001
AT1G04383	CHR1	Araport11	gene	1543157	1543394	.	+	281	2.31817519664764	2.47603600025177
AT1G04387	CHR1	Araport11	gene	1543643	1544093	.	+	282	2.89503837347031	4.47815594673157
AT1G05300	CHR1	Araport11	gene	1544927	1547849	.	-	283	2.50010737201263	8.99754209518433
AT1G05310	CHR1	Araport11	gene	1550503	1552587	.	-	284	3.9190489473797	10.8778677940369
AT1G05330	CHR1	Araport11	gene	1558058	1558745	.	+	285	4.89260828154428	7.96019601821899
